Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
19.483;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
19.519;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
19.549;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
19.582;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
19.619;    ;0;664;63;6;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
19.651;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
19.683;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
19.721;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
19.748;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
19.779;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
19.816;    ;0;664;63;5;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;348;    ;
19.850;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
19.884;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
19.917;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
19.951;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
19.981;    ;0;664;63;8;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
20.018;    ;0;664;63;8;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;113;    ;353;190;90;33;114;192;272;348;    ;
20.051;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
20.082;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.116;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;191;272;350;    ;
20.151;    ;0;664;63;7;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
20.182;    ;0;664;63;4;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
20.220;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
20.253;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.283;    ;0;664;63;10;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.319;    ;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;96;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
20.357;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
20.384;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.416;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
20.449;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
20.480;    ;0;664;63;4;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
20.514;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;113;    ;353;190;90;33;114;191;272;350;    ;
20.550;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
20.581;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
20.618;    ;0;664;63;4;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
20.651;    ;0;664;63;3;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
20.681;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;109;    ;353;190;90;33;114;192;272;349;    ;
20.717;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
20.750;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.785;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
20.819;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
20.847;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.879;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.922;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
20.950;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
20.981;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;348;    ;
21.018;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
21.050;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
21.083;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
21.116;    ;0;664;63;4;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;191;272;348;    ;
21.150;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;114;    ;353;190;90;33;114;191;272;349;    ;
21.183;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
21.214;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
21.242;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;350;    ;
21.278;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;348;    ;
21.317;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;191;272;348;    ;
21.350;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
21.383;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
21.420;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
21.456;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
21.479;    ;0;664;63;4;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
21.512;    ;0;664;63;6;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;114;    ;353;190;90;33;114;191;272;349;    ;
21.545;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;109;    ;353;190;90;33;114;192;272;349;    ;
21.577;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
21.613;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
21.646;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
21.678;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
21.714;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
21.746;    ;0;664;63;4;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
21.778;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;113;    ;353;190;90;33;114;191;272;349;    ;
21.814;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
21.847;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
21.877;    ;0;664;63;7;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
21.913;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
21.947;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
21.981;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
22.019;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.049;    ;0;664;63;5;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.083;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;113;    ;353;190;90;33;114;191;272;348;    ;
22.117;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
22.151;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.183;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;191;272;349;    ;
22.218;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
22.249;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
22.282;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
22.321;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
22.351;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;348;    ;
22.377;    ;0;664;63;4;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
22.416;    ;0;664;63;0;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
22.452;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;86;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.482;    ;0;664;63;9;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;192;272;    ;
22.519;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;95;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.548;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
22.579;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
22.617;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.650;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.676;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.714;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
22.748;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
22.781;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
22.823;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.851;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
22.884;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
22.916;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
22.947;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
22.980;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.020;    ;0;664;63;5;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
23.048;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
23.080;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
23.119;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
23.149;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.180;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.215;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.247;    ;0;664;63;8;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.282;    ;0;664;63;5;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
23.318;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
23.356;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.382;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;194;272;348;    ;
23.419;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
23.451;    ;0;664;63;8;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
23.484;    ;0;664;63;2;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.521;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;109;    ;353;190;90;33;114;192;272;349;    ;
23.552;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
23.583;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.619;    ;0;664;63;5;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
23.652;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;109;    ;353;190;90;33;114;192;272;349;    ;
23.683;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
23.724;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;350;    ;
23.751;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
23.784;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
23.820;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
23.851;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;348;    ;
23.883;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
23.921;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
23.951;    ;0;664;63;6;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
23.983;    ;0;664;63;4;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
24.019;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
24.050;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
24.083;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
24.120;    ;0;664;63;8;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
24.151;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
24.183;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
24.219;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;191;272;349;    ;
24.249;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
24.282;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
24.316;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
24.354;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
24.393;    ;0;664;63;4;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;194;272;349;    ;
24.417;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;90;1;0;111;    ;353;190;90;33;114;192;272;348;    ;
24.454;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
24.478;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
24.513;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
24.549;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
24.581;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;350;    ;
24.619;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
